sysDescr,['Linux gerencia-VirtualBox 4.15.0-54-generic #58-Ubuntu SMP Mon Jun 24 10:55:24 UTC 2019 x86_64']
hrDeviceDescr,['network interface enp0s3']
hrDeviceDescr,"[""Guessing that there's a floating point co-processor""]"
hrDeviceID,['.0.0']
hrDeviceID,['.0.0']
hrDeviceID,['.0.0']
hrDeviceID,['.0.0']
hrDeviceStatus,['2']
hrDeviceStatus,['2']
hrDeviceStatus,['2']
hrDeviceErrors,['0']
hrDeviceErrors,['0']
hrProcessorFrwID,['.0.0']
hrProcessorLoad,['5']
hrNetworkIfIndex,['1']
hrNetworkIfIndex,['2']
hrFSIndex,['1']
hrFSIndex,['7']
hrFSIndex,['9']
hrFSIndex,['10']
hrFSIndex,['11']
hrFSIndex,['32']
hrFSMountPoint,['/']
hrFSMountPoint,['/run']
hrFSMountPoint,['/dev/shm']
hrFSMountPoint,['/run/lock']
hrFSMountPoint,['/sys/fs/cgroup']
hrFSMountPoint,['/run/user/1000']
hrFSRemoteMountPoint,['']
hrFSRemoteMountPoint,['']
hrFSRemoteMountPoint,['']
hrFSRemoteMountPoint,['']
hrFSRemoteMountPoint,['']
hrFSRemoteMountPoint,['']
hrFSType,['.1.3.6.1.2.1.25.3.9.23']
hrFSType,['.1.3.6.1.2.1.25.3.9.1']
hrFSType,['.1.3.6.1.2.1.25.3.9.1']
hrFSType,['.1.3.6.1.2.1.25.3.9.1']
hrFSType,['.1.3.6.1.2.1.25.3.9.1']
hrFSType,['.1.3.6.1.2.1.25.3.9.1']
hrFSAccess,['1']
hrFSAccess,['1']
hrFSAccess,['1']
hrFSAccess,['1']
hrFSAccess,['2']
hrFSAccess,['1']
hrFSBootable,['1']
hrFSBootable,['2']
hrFSBootable,['2']
hrFSBootable,['2']
hrFSBootable,['2']
hrFSBootable,['2']
hrFSStorageIndex,['31']
hrFSStorageIndex,['37']
hrFSStorageIndex,['39']
hrFSStorageIndex,['40']
hrFSStorageIndex,['41']
hrFSStorageIndex,['62']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastFullBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrFSLastPartialBackupDate,['\x00\x00\x01\x01\x00\x00\x00\x00']
hrSWRunIndex,['1']
hrSWRunIndex,['2']
hrSWRunIndex,['4']
hrSWRunIndex,['6']
hrSWRunIndex,['7']
hrSWRunIndex,['8']
hrSWRunIndex,['9']
hrSWRunIndex,['10']
hrSWRunIndex,['11']
hrSWRunIndex,['12']
hrSWRunIndex,['13']
hrSWRunIndex,['14']
hrSWRunIndex,['15']
hrSWRunIndex,['16']
hrSWRunIndex,['17']
hrSWRunIndex,['18']
hrSWRunIndex,['19']
hrSWRunIndex,['20']
hrSWRunIndex,['21']
hrSWRunIndex,['22']
hrSWRunIndex,['23']
hrSWRunIndex,['24']
hrSWRunIndex,['25']
hrSWRunIndex,['26']
hrSWRunIndex,['27']
hrSWRunIndex,['28']
hrSWRunIndex,['29']
hrSWRunIndex,['30']
hrSWRunIndex,['32']
hrSWRunIndex,['34']
hrSWRunIndex,['35']
hrSWRunIndex,['36']
hrSWRunIndex,['78']
hrSWRunIndex,['79']
hrSWRunIndex,['80']
hrSWRunIndex,['81']
hrSWRunIndex,['82']
hrSWRunIndex,['83']
hrSWRunIndex,['89']
hrSWRunIndex,['98']
hrSWRunIndex,['115']
hrSWRunIndex,['155']
hrSWRunIndex,['169']
hrSWRunIndex,['170']
hrSWRunIndex,['171']
hrSWRunIndex,['172']
hrSWRunIndex,['173']
hrSWRunIndex,['281']
hrSWRunIndex,['282']
hrSWRunIndex,['322']
hrSWRunIndex,['339']
hrSWRunIndex,['352']
hrSWRunIndex,['367']
hrSWRunIndex,['464']
hrSWRunIndex,['468']
hrSWRunIndex,['473']
hrSWRunIndex,['475']
hrSWRunIndex,['476']
hrSWRunIndex,['490']
hrSWRunIndex,['497']
hrSWRunIndex,['498']
hrSWRunIndex,['499']
hrSWRunIndex,['503']
hrSWRunIndex,['504']
hrSWRunIndex,['505']
hrSWRunIndex,['512']
hrSWRunIndex,['513']
hrSWRunIndex,['516']
hrSWRunIndex,['523']
hrSWRunIndex,['559']
hrSWRunIndex,['646']
hrSWRunIndex,['680']
hrSWRunIndex,['699']
hrSWRunIndex,['707']
hrSWRunIndex,['898']
hrSWRunIndex,['902']
hrSWRunIndex,['903']
hrSWRunIndex,['914']
hrSWRunIndex,['945']
hrSWRunIndex,['1000']
hrSWRunIndex,['1018']
hrSWRunIndex,['1019']
hrSWRunIndex,['1022']
hrSWRunIndex,['1027']
hrSWRunIndex,['1030']
hrSWRunIndex,['1035']
hrSWRunIndex,['1042']
hrSWRunIndex,['1049']
hrSWRunIndex,['1052']
hrSWRunIndex,['1056']
hrSWRunIndex,['1060']
hrSWRunIndex,['1062']
hrSWRunIndex,['1072']
hrSWRunIndex,['1073']
hrSWRunIndex,['1081']
hrSWRunIndex,['1086']
hrSWRunIndex,['1087']
hrSWRunIndex,['1091']
hrSWRunIndex,['1100']
hrSWRunIndex,['1101']
hrSWRunIndex,['1125']
hrSWRunIndex,['1128']
hrSWRunIndex,['1135']
hrSWRunIndex,['1161']
hrSWRunIndex,['1168']
hrSWRunIndex,['1171']
hrSWRunIndex,['1174']
hrSWRunIndex,['1179']
hrSWRunIndex,['1184']
hrSWRunIndex,['1193']
hrSWRunIndex,['1222']
hrSWRunIndex,['1226']
hrSWRunIndex,['1229']
hrSWRunIndex,['1240']
hrSWRunIndex,['1249']
hrSWRunIndex,['1250']
hrSWRunIndex,['1251']
hrSWRunIndex,['1252']
hrSWRunIndex,['1286']
hrSWRunIndex,['1294']
hrSWRunIndex,['1723']
hrSWRunIndex,['1726']
hrSWRunIndex,['1815']
hrSWRunIndex,['1820']
hrSWRunIndex,['2186']
hrSWRunIndex,['2188']
hrSWRunIndex,['2688']
hrSWRunIndex,['2767']
hrSWRunIndex,['2852']
hrSWRunIndex,['3217']
hrSWRunIndex,['3288']
hrSWRunIndex,['3398']
hrSWRunIndex,['3404']
hrSWRunIndex,['3411']
hrSWRunIndex,['3492']
hrSWRunIndex,['3511']
hrSWRunIndex,['3573']
hrSWRunName,['systemd']
hrSWRunName,['kthreadd']
hrSWRunName,['kworker/0:0H']
hrSWRunName,['mm_percpu_wq']
hrSWRunName,['ksoftirqd/0']
hrSWRunName,['rcu_sched']
hrSWRunName,['rcu_bh']
hrSWRunName,['migration/0']
hrSWRunName,['watchdog/0']
hrSWRunName,['cpuhp/0']
hrSWRunName,['kdevtmpfs']
hrSWRunName,['netns']
hrSWRunName,['rcu_tasks_kthre']
hrSWRunName,['kauditd']
hrSWRunName,['khungtaskd']
hrSWRunName,['oom_reaper']
hrSWRunName,['writeback']
hrSWRunName,['kcompactd0']
hrSWRunName,['ksmd']
hrSWRunName,['khugepaged']
hrSWRunName,['crypto']
hrSWRunName,['kintegrityd']
hrSWRunName,['kblockd']
hrSWRunName,['ata_sff']
hrSWRunName,['md']
hrSWRunName,['edac-poller']
hrSWRunName,['devfreq_wq']
hrSWRunName,['watchdogd']
hrSWRunName,['kworker/0:1']
hrSWRunName,['kswapd0']
hrSWRunName,['kworker/u3:0']
hrSWRunName,['ecryptfs-kthrea']
hrSWRunName,['kthrotld']
hrSWRunName,['acpi_thermal_pm']
hrSWRunName,['scsi_eh_0']
hrSWRunName,['scsi_tmf_0']
hrSWRunName,['scsi_eh_1']
hrSWRunName,['scsi_tmf_1']
hrSWRunName,['ipv6_addrconf']
hrSWRunName,['kstrp']
hrSWRunName,['charger_manager']
hrSWRunName,['kworker/0:2']
hrSWRunName,['kworker/0:1H']
hrSWRunName,['scsi_eh_2']
hrSWRunName,['scsi_tmf_2']
hrSWRunName,['ttm_swap']
hrSWRunName,['irq/18-vmwgfx']
hrSWRunName,['jbd2/sda1-8']
hrSWRunName,['ext4-rsv-conver']
hrSWRunName,['systemd-journal']
hrSWRunName,['lvmetad']
hrSWRunName,['systemd-udevd']
hrSWRunName,['systemd-resolve']
hrSWRunName,['cron']
hrSWRunName,['udisksd']
hrSWRunName,['accounts-daemon']
hrSWRunName,['kerneloops']
hrSWRunName,['networkd-dispat']
hrSWRunName,['acpid']
hrSWRunName,['avahi-daemon']
hrSWRunName,['dbus-daemon']
hrSWRunName,['avahi-daemon']
hrSWRunName,['iprt-VBoxWQueue']
hrSWRunName,['NetworkManager']
hrSWRunName,['wpa_supplicant']
hrSWRunName,['ModemManager']
hrSWRunName,['systemd-logind']
hrSWRunName,['rsyslogd']
hrSWRunName,['kerneloops']
hrSWRunName,['polkitd']
hrSWRunName,['lightdm']
hrSWRunName,['dhclient']
hrSWRunName,['Xorg']
hrSWRunName,['agetty']
hrSWRunName,['lightdm']
hrSWRunName,['systemd']
hrSWRunName,['(sd-pam)']
hrSWRunName,['sh']
hrSWRunName,['dbus-daemon']
hrSWRunName,['ssh-agent']
hrSWRunName,['xfce4-session']
hrSWRunName,['at-spi-bus-laun']
hrSWRunName,['gvfsd']
hrSWRunName,['gvfsd-fuse']
hrSWRunName,['dbus-daemon']
hrSWRunName,['at-spi2-registr']
hrSWRunName,['xfconfd']
hrSWRunName,['gpg-agent']
hrSWRunName,['xfwm4']
hrSWRunName,['xfce4-panel']
hrSWRunName,['xfdesktop']
hrSWRunName,['xfsettingsd']
hrSWRunName,['applet.py']
hrSWRunName,['nm-applet']
hrSWRunName,['xfce4-volumed']
hrSWRunName,['pulseaudio']
hrSWRunName,['rtkit-daemon']
hrSWRunName,['blueberry-obex-']
hrSWRunName,['xfce4-notifyd']
hrSWRunName,['polkit-gnome-au']
hrSWRunName,['light-locker']
hrSWRunName,['xfce4-power-man']
hrSWRunName,['upowerd']
hrSWRunName,['dconf-service']
hrSWRunName,['gvfs-udisks2-vo']
hrSWRunName,['panel-1-whisker']
hrSWRunName,['gvfs-mtp-volume']
hrSWRunName,['gvfs-gphoto2-vo']
hrSWRunName,['gvfs-afc-volume']
hrSWRunName,['gvfs-goa-volume']
hrSWRunName,['xdg-desktop-por']
hrSWRunName,['xdg-document-po']
hrSWRunName,['xdg-permission-']
hrSWRunName,['xdg-desktop-por']
hrSWRunName,['panel-8-systray']
hrSWRunName,['panel-9-notific']
hrSWRunName,['panel-10-power-']
hrSWRunName,['panel-11-pulsea']
hrSWRunName,['mintUpdate']
hrSWRunName,['obexd']
hrSWRunName,['gvfsd-metadata']
hrSWRunName,['gvfsd-trash']
hrSWRunName,['xfce4-terminal']
hrSWRunName,['bash']
hrSWRunName,['cupsd']
hrSWRunName,['cups-browsed']
hrSWRunName,['packagekitd']
hrSWRunName,['snmpd']
hrSWRunName,['kworker/u2:2']
hrSWRunName,['xed']
hrSWRunName,['kworker/u2:0']
hrSWRunName,['Thunar']
hrSWRunName,['tumblerd']
hrSWRunName,['kworker/u2:1']
hrSWRunName,['oosplash']
hrSWRunName,['soffice.bin']
hrSWRunName,['python3']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunID,['.0.0']
hrSWRunPath,['/sbin/init']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['']
hrSWRunPath,['/lib/systemd/systemd-journald']
hrSWRunPath,['/sbin/lvmetad']
hrSWRunPath,['/lib/systemd/systemd-udevd']
hrSWRunPath,['/lib/systemd/systemd-resolved']
hrSWRunPath,['/usr/sbin/cron']
hrSWRunPath,['/usr/lib/udisks2/udisksd']
hrSWRunPath,['/usr/lib/accountsservice/accounts-daemon']
hrSWRunPath,['/usr/sbin/kerneloops']
hrSWRunPath,['/usr/bin/python3']
hrSWRunPath,['/usr/sbin/acpid']
hrSWRunPath,['avahi-daemon: running [gerencia-VirtualBox.local]']
hrSWRunPath,['/usr/bin/dbus-daemon']
hrSWRunPath,['avahi-daemon: chroot helper']
hrSWRunPath,['']
hrSWRunPath,['/usr/sbin/NetworkManager']
hrSWRunPath,['/sbin/wpa_supplicant']
hrSWRunPath,['/usr/sbin/ModemManager']
hrSWRunPath,['/lib/systemd/systemd-logind']
hrSWRunPath,['/usr/sbin/rsyslogd']
hrSWRunPath,['/usr/sbin/kerneloops']
hrSWRunPath,['/usr/lib/policykit-1/polkitd']
hrSWRunPath,['/usr/sbin/lightdm']
hrSWRunPath,['/sbin/dhclient']
hrSWRunPath,['/usr/lib/xorg/Xorg']
hrSWRunPath,['/sbin/agetty']
hrSWRunPath,['lightdm']
hrSWRunPath,['/lib/systemd/systemd']
hrSWRunPath,['(sd-pam)']
hrSWRunPath,['/bin/sh']
hrSWRunPath,['/usr/bin/dbus-daemon']
hrSWRunPath,['/usr/bin/ssh-agent']
hrSWRunPath,['xfce4-session']
hrSWRunPath,['/usr/lib/at-spi2-core/at-spi-bus-launcher']
hrSWRunPath,['/usr/lib/gvfs/gvfsd']
hrSWRunPath,['/usr/lib/gvfs/gvfsd-fuse']
hrSWRunPath,['/usr/bin/dbus-daemon']
hrSWRunPath,['/usr/lib/at-spi2-core/at-spi2-registryd']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd']
hrSWRunPath,['/usr/bin/gpg-agent']
hrSWRunPath,['xfwm4']
hrSWRunPath,['xfce4-panel']
hrSWRunPath,['xfdesktop']
hrSWRunPath,['xfsettingsd']
hrSWRunPath,['/usr/bin/python3']
hrSWRunPath,['nm-applet']
hrSWRunPath,['xfce4-volumed']
hrSWRunPath,['/usr/bin/pulseaudio']
hrSWRunPath,['/usr/lib/rtkit/rtkit-daemon']
hrSWRunPath,['blueberry-obex-agent']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/notifyd/xfce4-notifyd']
hrSWRunPath,['/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1']
hrSWRunPath,['light-locker']
hrSWRunPath,['xfce4-power-manager']
hrSWRunPath,['/usr/lib/upower/upowerd']
hrSWRunPath,['/usr/lib/dconf/dconf-service']
hrSWRunPath,['/usr/lib/gvfs/gvfs-udisks2-volume-monitor']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0']
hrSWRunPath,['/usr/lib/gvfs/gvfs-mtp-volume-monitor']
hrSWRunPath,['/usr/lib/gvfs/gvfs-gphoto2-volume-monitor']
hrSWRunPath,['/usr/lib/gvfs/gvfs-afc-volume-monitor']
hrSWRunPath,['/usr/lib/gvfs/gvfs-goa-volume-monitor']
hrSWRunPath,['/usr/libexec/xdg-desktop-portal']
hrSWRunPath,['/usr/libexec/xdg-document-portal']
hrSWRunPath,['/usr/libexec/xdg-permission-store']
hrSWRunPath,['/usr/libexec/xdg-desktop-portal-gtk']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-1.0']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0']
hrSWRunPath,['mintUpdate']
hrSWRunPath,['/usr/lib/bluetooth/obexd']
hrSWRunPath,['/usr/lib/gvfs/gvfsd-metadata']
hrSWRunPath,['/usr/lib/gvfs/gvfsd-trash']
hrSWRunPath,['/usr/bin/xfce4-terminal']
hrSWRunPath,['bash']
hrSWRunPath,['/usr/sbin/cupsd']
hrSWRunPath,['/usr/sbin/cups-browsed']
hrSWRunPath,['/usr/lib/packagekit/packagekitd']
hrSWRunPath,['/usr/sbin/snmpd']
hrSWRunPath,['']
hrSWRunPath,['xed']
hrSWRunPath,['']
hrSWRunPath,['/usr/bin/Thunar']
hrSWRunPath,['/usr/lib/x86_64-linux-gnu/tumbler-1/tumblerd']
hrSWRunPath,['']
hrSWRunPath,['/usr/lib/libreoffice/program/oosplash']
hrSWRunPath,['/usr/lib/libreoffice/program/soffice.bin']
hrSWRunPath,['python3']
hrSWRunParameters,['splash']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['-f']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['-f']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--test']
hrSWRunParameters,['/usr/bin/networkd-dispatcher --run-startup-triggers']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--no-daemon']
hrSWRunParameters,['-u -s -O /run/wpa_supplicant']
hrSWRunParameters,['--filter-policy=strict']
hrSWRunParameters,['']
hrSWRunParameters,['-n']
hrSWRunParameters,['']
hrSWRunParameters,['--no-debug']
hrSWRunParameters,['']
hrSWRunParameters,['-d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-enp0s3.pid -lf /var/lib/NetworkManager/dhclient-bb6695e6-b786']
hrSWRunParameters,['-core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch']
hrSWRunParameters,['-o -p -- \\u --noclear tty1 linux']
hrSWRunParameters,['--session-child 12 15']
hrSWRunParameters,['--user']
hrSWRunParameters,['']
hrSWRunParameters,['/etc/xdg/xfce4/xinitrc -- /etc/X11/xinit/xserverrc']
hrSWRunParameters,['--session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only']
hrSWRunParameters,['/usr/bin/im-launch startxfce4']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['/run/user/1000/gvfs -f -o big_writes']
hrSWRunParameters,['--config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3']
hrSWRunParameters,['--use-gnome-session']
hrSWRunParameters,['']
hrSWRunParameters,['--supervised']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['/usr/share/system-config-printer/applet.py']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--start --log-target=syslog']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['/usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libwhiskermenu.so 1 12582947 whiskermenu Whisker Menu Show a menu to easily access']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['/usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libsystray.so 8 12582948 systray Notification Area Area where notification icons a']
hrSWRunParameters,['/usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libnotification-plugin.so 9 12582949 notification-plugin Notification Plugin Notif']
hrSWRunParameters,['/usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libxfce4powermanager.so 10 12582950 power-manager-plugin Power Manager Plugin Disp']
hrSWRunParameters,['/usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libpulseaudio-plugin.so 11 12582951 pulseaudio PulseAudio Plugin Adjust the audio ']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--spawner :1.7 /org/gtk/gvfs/exec_spaw/0']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['-l']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['-Lsd -Lf /dev/null -u Debian-snmp -g Debian-snmp -I -smux mteTrigger mteTriggerConf -f']
hrSWRunParameters,['']
hrSWRunParameters,['/home/gerencia/Desktop/GERT1/README.md']
hrSWRunParameters,['']
hrSWRunParameters,['file:///home/gerencia/Desktop/GERT1']
hrSWRunParameters,['']
hrSWRunParameters,['']
hrSWRunParameters,['--calc file:///home/gerencia/Desktop/GERT1/oid_list.csv']
hrSWRunParameters,['--calc file:///home/gerencia/Desktop/GERT1/oid_list.csv --splash-pipe=5']
hrSWRunParameters,['git_example_3.py']
hrSWRunType,['4']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
hrSWRunType,['2']
